ID,lat,lon
877,18.23,-62.97744361
878,18.23,-62.88345865
879,18.23,-62.78947368
880,18.23,-62.69548872
881,18.23,-62.60150376
882,18.23,-62.5075188
883,18.23,-62.41353383
884,18.23,-62.31954887
885,18.23,-62.22556391
886,18.23,-62.13157895
887,18.23,-62.03759398
888,18.23,-61.94360902
889,18.23,-61.84962406
890,18.23,-61.7556391
891,18.23,-61.66165414
892,18.23,-61.56766917
893,18.23,-61.47368421
894,18.23,-61.37969925
895,18.23,-61.28571429
896,18.23,-61.19172932
897,18.23,-61.09774436
898,18.23,-61.0037594
899,18.23,-60.90977444
900,18.23,-60.81578947
901,18.23,-60.72180451
902,18.23,-60.62781955
903,18.23,-60.53383459
904,18.23,-60.43984962
905,18.23,-60.34586466
906,18.23,-60.2518797
907,18.23,-60.15789474
908,18.23,-60.06390977
909,18.23,-59.96992481
910,18.23,-59.87593985
911,18.23,-59.78195489
912,18.23,-59.68796992
913,18.23,-59.59398496
914,18.23,-59.5
915,20,-65.59
916,19.91111111,-65.59
917,19.82222222,-65.59
918,19.73333333,-65.59
919,19.64444444,-65.59
920,19.55555556,-65.59
921,19.46666667,-65.59
922,19.37777778,-65.59
923,19.28888889,-65.59
924,19.2,-65.59
925,19.11111111,-65.59
926,19.02222222,-65.59
927,18.93333333,-65.59
928,18.84444444,-65.59
929,18.75555556,-65.59
930,18.66666667,-65.59
931,18.57777778,-65.59
932,18.48888889,-65.59
933,18.4,-65.59
934,18.31111111,-65.59
935,18.22222222,-65.59
936,18.13333333,-65.59
937,18.04444444,-65.59
938,17.95555556,-65.59
939,17.86666667,-65.59
940,17.77777778,-65.59
941,17.68888889,-65.59
942,17.6,-65.59
943,17.51111111,-65.59
944,17.42222222,-65.59
945,17.33333333,-65.59
946,17.24444444,-65.59
947,17.15555556,-65.59
948,17.06666667,-65.59
949,16.97777778,-65.59
950,16.88888889,-65.59
951,16.8,-65.59
952,16.71111111,-65.59
953,16.62222222,-65.59
954,16.53333333,-65.59
955,16.44444444,-65.59
956,16.35555556,-65.59
957,16.26666667,-65.59
958,16.17777778,-65.59
959,16.08888889,-65.59
960,16,-65.59
961,24.89641655,-83.5
962,24.89641655,-83.40625
963,24.89641655,-83.3125
964,24.89641655,-83.21875
965,24.89641655,-83.125
966,24.89641655,-83.03125
967,24.89641655,-82.9375
968,24.89641655,-82.84375
969,24.89641655,-82.75
970,24.89641655,-82.65625
971,24.89641655,-82.5625
972,24.89641655,-82.46875
973,24.89641655,-82.375
974,24.89641655,-82.28125
975,24.89641655,-82.1875
976,24.89641655,-82.09375
977,24.89641655,-82
978,24.89641655,-81.90625
979,24.89641655,-81.8125
980,24.89641655,-81.71875
